username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
aquivered,here for a good time not for a long time,,137,40,63,2017-07-11 05:00:47,2020-08-30 12:42:24,10,"Pick one ship with an K 

#Klave #Klaroline #Karamel #Khaleesi #GameOfThrones #SupergirlCW #Supergirl #TheUmbrellaAcademy #TheOriginals #TheVampireDiaries","[{'text': 'Klave', 'indices': [46, 52]}, {'text': 'Klaroline', 'indices': [53, 63]}, {'text': 'Karamel', 'indices': [64, 72]}, {'text': 'Khaleesi', 'indices': [73, 82]}, {'text': 'GameOfThrones', 'indices': [83, 97]}, {'text': 'SupergirlCW', 'indices': [98, 110]}, {'text': 'Supergirl', 'indices': [111, 121]}]"
WxlidBlk,#PSG,"Paris, France",90,15,5264,2019-06-07 09:40:28,2020-08-30 09:28:54,429,"“The fire is mine. I am Daenerys Stormborn, daughter of dragons, bride of dragons, mother of dragons, don't you see?” Finally finished my portrait of book Dany ❤️ #ASOIAF #GameofThrones #DaenerysTargaryen https://t.co/Dr1tbXAaFV",[]
PlayStatDreamer,"All of these are fakes, but in the future... who knows?","Wrocław, Polska",43,8,161,2020-08-03 17:06:14,2020-08-30 09:09:40,0,"Waiting for The Winds of Winter

@gameofthrones 

#gameofthrones #gameofthronesmemes #gameofthronesseason8 #gameofthronesedit #gameofthronesfamily #gameofthroneshbo #gameofthroneshbo #jonsnow #daenerystargaryen #ironthrone #westeros #stark #targaryen #lannister #game #ps #ps4 https://t.co/L6JEQ7IhyX","[{'text': 'gameofthrones', 'indices': [50, 64]}, {'text': 'gameofthronesmemes', 'indices': [65, 84]}, {'text': 'gameofthronesseason8', 'indices': [85, 106]}, {'text': 'gameofthronesedit', 'indices': [107, 125]}, {'text': 'gameofthronesfamily', 'indices': [126, 146]}, {'text': 'gameofthroneshbo', 'indices': [147, 164]}, {'text': 'gameofthroneshbo', 'indices': [165, 182]}, {'text': 'jonsnow', 'indices': [183, 191]}, {'text': 'daenerystargaryen', 'indices': [192, 210]}, {'text': 'ironthrone', 'indices': [211, 222]}, {'text': 'westeros', 'indices': [223, 232]}, {'text': 'stark', 'indices': [233, 239]}, {'text': 'targaryen', 'indices': [240, 250]}, {'text': 'lannister', 'indices': [251, 261]}, {'text': 'game', 'indices': [262, 267]}, {'text': 'ps', 'indices': [268, 271]}, {'text': 'ps4', 'indices': [272, 276]}]"
thehemanthraj,Learner.,"Hyderabad , India",693,24,466,2016-02-03 01:28:18,2020-08-30 05:03:36,0,"Here’s an edit cover on Game of Thrones! Hope you like this! 
Watch on headphones for the best experience! 

https://t.co/DM8D11bIvE

#GameOfThrones #EmiliaClarke #KitHarington #JonSnow #Khaleesi #GOT #PeterDinklage #aryastark #MaisieWilliams #SophieTurner","[{'text': 'GameOfThrones', 'indices': [134, 148]}, {'text': 'EmiliaClarke', 'indices': [149, 162]}, {'text': 'KitHarington', 'indices': [163, 176]}, {'text': 'JonSnow', 'indices': [177, 185]}, {'text': 'Khaleesi', 'indices': [186, 195]}, {'text': 'GOT', 'indices': [196, 200]}, {'text': 'PeterDinklage', 'indices': [201, 215]}, {'text': 'aryastark', 'indices': [216, 226]}, {'text': 'MaisieWilliams', 'indices': [227, 242]}, {'text': 'SophieTurner', 'indices': [243, 256]}]"
thehemanthraj,Learner.,"Hyderabad , India",693,24,466,2016-02-03 01:28:18,2020-08-30 04:57:29,0,"Here’s an edit cover on Game of Thrones! Hope you like this! 
Watch on headphones for the best experience! 

#GameOfThrones #EmiliaClarke #KitHarington #JonSnow #Khaleesi #GOT #PeterDinklage #aryastark #MaisieWilliams #SophieTurner https://t.co/DM8D11bIvE","[{'text': 'GameOfThrones', 'indices': [109, 123]}, {'text': 'EmiliaClarke', 'indices': [124, 137]}, {'text': 'KitHarington', 'indices': [138, 151]}, {'text': 'JonSnow', 'indices': [152, 160]}, {'text': 'Khaleesi', 'indices': [161, 170]}, {'text': 'GOT', 'indices': [171, 175]}, {'text': 'PeterDinklage', 'indices': [176, 190]}, {'text': 'aryastark', 'indices': [191, 201]}, {'text': 'MaisieWilliams', 'indices': [202, 217]}, {'text': 'SophieTurner', 'indices': [218, 231]}]"
HoneybadgerLA,PsyD student in Clinical Forensic Psychology. Recovering attorney. Ex-Army SGT/NSA linguist. Mrs. @mpersandy 🏳️‍🌈She/her #KHive #BlackLivesMatter 💛🐝,California Republic,3772,5856,113636,2012-03-16 06:31:17,2020-08-30 03:51:27,1,"Salukis at bedtime: all legs, zero fucks.

#khaleesi #arya https://t.co/z0nhE2Ally","[{'text': 'khaleesi', 'indices': [58, 67]}, {'text': 'arya', 'indices': [68, 73]}]"
mpersandy,"Semipro Saluki herder. Theater/Dance Dad. Thinks in bash. #BidenHarris2020. Had some fucks, but lost them. #1 @HoneybadgerLA fan. It’s still pronounced “Jif.”",Honeybadger’s Drift,1413,3219,83831,2008-05-02 19:55:04,2020-08-30 03:39:38,1,"Salukis at bedtime: all legs, zero fucks.

#khaleesi #arya https://t.co/z0nhE2Ally","[{'text': 'khaleesi', 'indices': [43, 52]}, {'text': 'arya', 'indices': [53, 58]}]"
pens_hockey,"Hockey / politics / random thoughts and ramblings /#BlackLivesMatter #DeleteFacebook 

F*** Trump! 👊🏻 #RidinWithBiden

#LetsGoPens #HereWeGo #Steelers","Orlando, FL",868,1264,30210,2008-12-01 06:24:25,2020-08-30 00:49:36,0,"Blood of the Dragon! I can play it! 😊 🎹
#GameOfThrones #Khaleesi #Piano

https://t.co/axj2NU0xuX","[{'text': 'GameOfThrones', 'indices': [40, 54]}, {'text': 'Khaleesi', 'indices': [55, 64]}, {'text': 'Piano', 'indices': [65, 71]}]"
kunoichix_x,"Crazy Game Of thrones fan and crazy @emiliaclarke fan #daenerystargaryen 👏🏻 #Naruto, #MyHeroAcademia #anime #disney #sims4 #xbox1 #games
IG: motherofdragons45",,427,136,1974,2018-11-11 00:02:17,2020-08-29 21:03:31,0,"@Dragonsimmer Oh I know girl, I ugly cried 😭😭😭😭😭😭😭 and I was pissed 😡 too, at the same time. To be honest  Jon snow did the wrong thing in my opinion. Killing my girl #DaenerysTargaryen  🐉 🐉🐉🥺🥺🥺🥺🥺🥺🥺🥺","[{'text': 'DaenerysTargaryen', 'indices': [167, 185]}]"
ChapelStreetBiz,A bot built for @TheBusinessGrp to help highlight businesses in the Chapel Street regeneration area. RTing tweets tagged with that location and #ChapelStreetBiz,"Salford, England",29,100,5901,2018-06-21 17:34:35,2020-08-29 20:09:06,1,Channeling my inner Daenerys Targaryen with this new mat for my front door #gameofthrones #daenerystargaryen #bendtheknee #housetargaryen @ City of Salford https://t.co/chr33CK6WB,"[{'text': 'gameofthrones', 'indices': [93, 107]}, {'text': 'daenerystargaryen', 'indices': [108, 126]}, {'text': 'bendtheknee', 'indices': [127, 139]}]"
MarcBramhill,"Wanderer, reader, gamer, taker of photos, frequent user of “that’s what she said”. See my pinned tweet for social media links.","Salford, England",261,182,13256,2008-06-21 19:42:18,2020-08-29 19:44:57,1,Channeling my inner Daenerys Targaryen with this new mat for my front door #gameofthrones #daenerystargaryen #bendtheknee #housetargaryen @ City of Salford https://t.co/chr33CK6WB,"[{'text': 'gameofthrones', 'indices': [75, 89]}, {'text': 'daenerystargaryen', 'indices': [90, 108]}, {'text': 'bendtheknee', 'indices': [109, 121]}, {'text': 'housetargaryen', 'indices': [122, 137]}]"
ALETTAHA,"Each person in life should be treated with respect, even those that don't deserve it. ☺♥☀ ♬♬♬♬♬♬♬♬♬♬♬ *I am the gatekeeper of the hashtag ► #capetownisawesome *",CPT SA Defending the underdog☑,69,5640,455837,2011-07-18 06:23:42,2020-08-29 18:00:30,0,"@WFedele @jsteenhuisen Sorry can you repeat that in English? I don't speak white, woke, #Snowflake, #Khaleesi.","[{'text': 'Snowflake', 'indices': [88, 98]}, {'text': 'Khaleesi', 'indices': [100, 109]}]"
Stevenshankar_,"Software Developer at Sonic solutions Washington DC Anuskha My 🐐 Shruthi, Sammu, Poo Hegde nd Kriti Sanon Tamu &Kaaju my most whacked actress🔞 No nude mostly!","Washington, DC",48,12867,4673,2019-01-08 18:36:10,2020-08-29 10:49:31,2,"My Both the Queens 😍❤️💥

#Khaleesi #WonderWoman 

Female Supremacy 🤘🏻🤘🏻 https://t.co/Kittaul4AX","[{'text': 'Khaleesi', 'indices': [43, 52]}, {'text': 'WonderWoman', 'indices': [53, 65]}]"
Actressbuff2,"v2.0 - My Fav HQ Collection of Celebrities, actresses, Models etc.. 🔞 

(Emilia, Gal, Deepika & Sam are ❤️)

Movie Buff, DC Fanboy, MB Maniac, Tech Freak Toooo",Earth,983,33078,19560,2019-06-09 06:28:28,2020-08-29 10:24:35,2,"My Both the Queens 😍❤️💥

#Khaleesi #WonderWoman 

Female Supremacy 🤘🏻🤘🏻 https://t.co/Kittaul4AX","[{'text': 'Khaleesi', 'indices': [25, 34]}, {'text': 'WonderWoman', 'indices': [35, 47]}]"
vdanny88,,"Sacramento, CA",57,14,271,2016-01-09 03:32:36,2020-08-29 07:38:47,0,"Top 3 Celebrity Crushes in no particular order (dont want them mad at me) 😆😆
@MargotRobbie @GalGadot @emiliaclarke you are all amazing beautiful women. #HarleyQuinn #WonderWoman #DaenerysTargaryen","[{'text': 'HarleyQuinn', 'indices': [152, 164]}, {'text': 'WonderWoman', 'indices': [165, 177]}, {'text': 'DaenerysTargaryen', 'indices': [178, 196]}]"
MeekaTheSiamese,"Tiny Chocolate Point Siamese - Intelligence
Jewish household happy Meezers",,299,345,2428,2019-12-22 00:58:12,2020-08-29 00:10:02,0,Picked a dark spot right under the vents on the floofy rugs.   #GOTR Game of Throw Rugs #Khaleesi https://t.co/wjXjfXbqel,"[{'text': 'GOTR', 'indices': [63, 68]}, {'text': 'Khaleesi', 'indices': [88, 97]}]"
8Monic1,"Hola/Hello!! I'm a geekrican🇵🇷, gamer, streamer and a fan of good movies, series and video games. And a super Fallout⚡fan!","Puerto Rico, USA",518,186,9877,2018-10-30 04:17:45,2020-08-28 23:37:25,0,The Epic.... #DaenerysTargaryen #gameofthrones #juegodetronos https://t.co/BYIwiEVM0H,"[{'text': 'DaenerysTargaryen', 'indices': [13, 31]}, {'text': 'gameofthrones', 'indices': [32, 46]}, {'text': 'juegodetronos', 'indices': [47, 61]}]"
valyrianelves,ˏˋ ➸ “only after having met you did I rediscover that it’s such a simple thing to be happy” ~ GoT ♥ mxtx ♥ lotr ♥ mcu ♥ om // I draw sometimes (sehun; exo) ₊˚.༄,"21, she/her, fan account",622,792,145665,2013-08-23 06:28:19,2020-08-28 23:13:39,31,"""My place is by your side""

@GameOfThrones #Got #gameofthrones 
#jorah #JorahMormont #Daenerys #khaleesi 
#fanart #longnight https://t.co/CSmFF8IJJu","[{'text': 'Got', 'indices': [58, 62]}, {'text': 'gameofthrones', 'indices': [63, 77]}, {'text': 'jorah', 'indices': [79, 85]}, {'text': 'JorahMormont', 'indices': [86, 99]}, {'text': 'Daenerys', 'indices': [100, 109]}, {'text': 'khaleesi', 'indices': [110, 119]}, {'text': 'fanart', 'indices': [121, 128]}, {'text': 'longnight', 'indices': [129, 139]}]"
valyrianelves,ˏˋ ➸ “only after having met you did I rediscover that it’s such a simple thing to be happy” ~ GoT ♥ mxtx ♥ lotr ♥ mcu ♥ om // I draw sometimes (sehun; exo) ₊˚.༄,"21, she/her, fan account",622,792,145665,2013-08-23 06:28:19,2020-08-28 23:13:16,178,She should have been the Queen. Finally posting this artwork. Hope you guys will like it xoxo #dany #daenerystargaryen #daenerys #GameOfThrones #got #fanart #character #bookillustration #bookcharacter #tvseries https://t.co/hf3J2GSNTC,"[{'text': 'dany', 'indices': [115, 120]}, {'text': 'daenerystargaryen', 'indices': [121, 139]}]"
Cynthia_Kamaria,"何を見ていますか?                                                      何を探していますか? 
Cosplayer 🇮🇹
{she/her}✨
Liv 24 🔥
#slytherinpride🐍💚
Engaged💙💍
Next con:❓",Italia,161,246,6560,2010-02-17 20:18:44,2020-08-28 18:42:54,0,"I brought for no particular reason this wig a bit ago.
A friend of mine after this pic I took asked me if I was going to cosplay Daenery Targaryen... Should I? 🙄🤔
#wig #cosplay #daenerystargaryen (?) https://t.co/bvvodQNmiX","[{'text': 'wig', 'indices': [163, 167]}, {'text': 'cosplay', 'indices': [168, 176]}, {'text': 'daenerystargaryen', 'indices': [177, 195]}]"
anxiety_girl28,cystic fibrosis mom. lover of movies and books. game of thrones. the witcher ect. working on my mental health..,United States,349,85,1809,2020-03-22 22:01:45,2020-08-28 10:27:02,0,I think it's a game of thrones type of day.. trying to hold it together for everyone and my son since my aunts passing and game of thrones is my comfort show maybe that will take my mind off of things? #GameOfThrones #HBOMax #housestark #khaleesi #motherofdragons,"[{'text': 'GameOfThrones', 'indices': [202, 216]}, {'text': 'HBOMax', 'indices': [217, 224]}, {'text': 'housestark', 'indices': [225, 236]}, {'text': 'khaleesi', 'indices': [237, 246]}, {'text': 'motherofdragons', 'indices': [247, 263]}]"
jashykins,"I am the blogger jashykins. I #write Consequences of Ice and Fire, At First Love, and Lynesse. I adore #Animorphs and #GameofThrones.

Reviews ARCs.",,1494,1017,150500,2011-11-17 04:41:44,2020-08-28 08:37:41,0,jashykins: Lynesse Chapter 10: Illusion of Innocence https://t.co/P6HR3CAyWB #gameofthrones #jorahmormont #daenerystargaryen,"[{'text': 'gameofthrones', 'indices': [77, 91]}, {'text': 'jorahmormont', 'indices': [92, 105]}, {'text': 'daenerystargaryen', 'indices': [106, 124]}]"
queendaela,"“Destiny isn't the scrolls written by the hand of a demiurge, Destiny isn’t fatalism. Destiny is hope, believing that what’s meant to happen will happen.”",In Your Heart,193,267,72822,2019-05-14 08:26:14,2020-08-28 06:03:31,106,"Continue.For Mother of Dragons.
#DaenerysTargaryen https://t.co/EADdRs7pa1","[{'text': 'DaenerysTargaryen', 'indices': [45, 63]}]"
queendaela,"“Destiny isn't the scrolls written by the hand of a demiurge, Destiny isn’t fatalism. Destiny is hope, believing that what’s meant to happen will happen.”",In Your Heart,193,267,72822,2019-05-14 08:26:14,2020-08-28 06:03:21,132,"Finally finished. Many changes were made midway, and it took too long. Because I think the scene of this dress should be full of powerful. Love Daenerys and Emilia forever 😊
#DaenerysTargaryen https://t.co/SDbk1Fb2MD",[]
CinfullyMe,I am brave with strong convictions🔮 ~ 🔥Grandma ~ 💯 Dem 🌊 Dragon Lover 🐉 Pure 🇵🇷 & 33% 🇪🇸 via Iberian Peninsula ~ trump is a 🐷,"East Village, Manhattan",813,278,7357,2015-06-08 03:30:10,2020-08-28 02:01:51,0,"@Acosta What would #Khaleesi do in this situation? 
#HatchActViolation https://t.co/BlCpqiNSj4","[{'text': 'Khaleesi', 'indices': [19, 28]}, {'text': 'HatchActViolation', 'indices': [52, 70]}]"
Raquel_Calero,"Radio Broadcaster Top Radio 98.1 FM, Rewind 70s & 80, Independent Reporter and Photographer!","Aguadilla, Puerto Rico",563,383,5625,2011-09-17 16:38:13,2020-08-27 21:14:56,0,Part 2 Khaleesi new Minnie Dress photo shoot     Then my cat came to see how beautiful she looked #puppy #maltese #malteseofinstagram #maltesepuppy #maltes #malteseofficial   #minniemouse #disney #khaleesi #beautiful… https://t.co/724PNuunTZ,"[{'text': 'puppy', 'indices': [98, 104]}, {'text': 'maltese', 'indices': [105, 113]}, {'text': 'malteseofinstagram', 'indices': [114, 133]}, {'text': 'maltesepuppy', 'indices': [134, 147]}, {'text': 'maltes', 'indices': [148, 155]}, {'text': 'malteseofficial', 'indices': [156, 172]}, {'text': 'minniemouse', 'indices': [175, 187]}, {'text': 'disney', 'indices': [188, 195]}, {'text': 'khaleesi', 'indices': [196, 205]}, {'text': 'beautiful', 'indices': [206, 216]}]"
targaryenscharm,Viserys/Daenerys is my life 🔥 18 🔥 insta: visyxdany,,79,51,774,2020-05-22 16:47:00,2020-08-27 21:10:55,29,"Dany &amp; Viserys

#digitalart #asoiaf #fanart #cdhyf #DaenerysTargaryen #agot https://t.co/G9VCgMwwkb","[{'text': 'digitalart', 'indices': [36, 47]}, {'text': 'asoiaf', 'indices': [48, 55]}, {'text': 'fanart', 'indices': [56, 63]}, {'text': 'cdhyf', 'indices': [64, 70]}, {'text': 'DaenerysTargaryen', 'indices': [71, 89]}, {'text': 'agot', 'indices': [90, 95]}]"
miceears,,,23,2827,138850,2016-01-06 00:18:16,2020-08-27 21:00:30,1,Khaleesi new Minnie Dress photo shoot #puppy #maltese #malteseofinstagram #maltesepuppy #malteselovers #maltes #malteseofficial   #minniemouse #disney #khaleesi #whitedog #whitepuppy #beautiful #gorgeous #animallover… https://t.co/FkR4Ujm4rI,"[{'text': 'puppy', 'indices': [57, 63]}, {'text': 'maltese', 'indices': [64, 72]}, {'text': 'malteseofinstagram', 'indices': [73, 92]}, {'text': 'maltesepuppy', 'indices': [93, 106]}, {'text': 'malteselovers', 'indices': [107, 121]}, {'text': 'maltes', 'indices': [122, 129]}]"
Raquel_Calero,"Radio Broadcaster Top Radio 98.1 FM, Rewind 70s & 80, Independent Reporter and Photographer!","Aguadilla, Puerto Rico",563,383,5625,2011-09-17 16:38:13,2020-08-27 20:58:57,1,Khaleesi new Minnie Dress photo shoot #puppy #maltese #malteseofinstagram #maltesepuppy #malteselovers #maltes #malteseofficial   #minniemouse #disney #khaleesi #whitedog #whitepuppy #beautiful #gorgeous #animallover… https://t.co/FkR4Ujm4rI,"[{'text': 'puppy', 'indices': [38, 44]}, {'text': 'maltese', 'indices': [45, 53]}, {'text': 'malteseofinstagram', 'indices': [54, 73]}, {'text': 'maltesepuppy', 'indices': [74, 87]}, {'text': 'malteselovers', 'indices': [88, 102]}, {'text': 'maltes', 'indices': [103, 110]}, {'text': 'malteseofficial', 'indices': [111, 127]}, {'text': 'minniemouse', 'indices': [130, 142]}, {'text': 'disney', 'indices': [143, 150]}, {'text': 'khaleesi', 'indices': [151, 160]}, {'text': 'whitedog', 'indices': [161, 170]}, {'text': 'whitepuppy', 'indices': [171, 182]}, {'text': 'beautiful', 'indices': [183, 193]}, {'text': 'gorgeous', 'indices': [194, 203]}, {'text': 'animallover', 'indices': [204, 216]}]"
jepjfm,"Strong supported of the first and second amendment. Christian, Wife, mother, and grandmother.","California, USA",378,151,7783,2011-07-17 20:27:11,2020-08-27 18:29:29,17,This scene greeted me when I came home from work...and all was right in my world 😍 #BestMomEver #BestKidsEver #FamilyTime #BluesClues #Khaleesi #Quattro #Brightness #LuckiestManInTheWorld https://t.co/63IwyBRnwa,"[{'text': 'BestMomEver', 'indices': [101, 113]}, {'text': 'BestKidsEver', 'indices': [114, 127]}, {'text': 'FamilyTime', 'indices': [128, 139]}]"
AdultGamesNews,"I love adult games and tweet about them. I like to give you game updates, news and reviews and  a bit of porn too.",,489,6662,81688,2013-08-11 20:56:25,2020-08-27 18:05:16,1,RETWEET if you think #GameofThrones #DaenerysTargaryen look alike is hot https://t.co/8ZBtWGuwuJ https://t.co/DMSm53z8wh,"[{'text': 'GameofThrones', 'indices': [21, 35]}, {'text': 'DaenerysTargaryen', 'indices': [36, 54]}]"
dkjewels,"Mom of 3, owner/designer at https://t.co/fed52bLDhw","NORTH CAROLINA, USA",1331,2021,7065,2008-11-02 01:16:06,2020-08-27 15:53:34,0,"Woke up to this Ball of cuteness overload! Miss Khali showing all the belly this morning! 🥰.
.
.
#mycat #cat #catsofinstagram #catstagram #instacat #pet #petsofinstagram #mycatiscuterthanyours #khaleesi #siamese… https://t.co/e86dprTfau","[{'text': 'mycat', 'indices': [97, 103]}, {'text': 'cat', 'indices': [104, 108]}, {'text': 'catsofinstagram', 'indices': [109, 125]}, {'text': 'catstagram', 'indices': [126, 137]}, {'text': 'instacat', 'indices': [138, 147]}, {'text': 'pet', 'indices': [148, 152]}, {'text': 'petsofinstagram', 'indices': [153, 169]}, {'text': 'mycatiscuterthanyours', 'indices': [170, 192]}, {'text': 'khaleesi', 'indices': [193, 202]}, {'text': 'siamese', 'indices': [203, 211]}]"
Jamesan29756862,"constitutionalist, retired boomer, sole caregiver, enjoy old cars and old tractors.",,2369,1704,16284,2018-02-20 19:17:04,2020-08-27 13:14:57,17,This scene greeted me when I came home from work...and all was right in my world 😍 #BestMomEver #BestKidsEver #FamilyTime #BluesClues #Khaleesi #Quattro #Brightness #LuckiestManInTheWorld https://t.co/63IwyBRnwa,"[{'text': 'BestMomEver', 'indices': [101, 113]}, {'text': 'BestKidsEver', 'indices': [114, 127]}, {'text': 'FamilyTime', 'indices': [128, 139]}]"
CommsOpenHu6,"I am a BOT! 
I automatically retweet anything containing the hashtag #commissionsopen
I'm associated with the BOT @CommissionHu6",,1,1356,51529,2019-03-06 17:22:31,2020-08-27 08:27:31,1,"Daenerys targaryen- Game of Thrones👑

Commissions are open!
£15 + postage🎨
For a 5"" x 7"" drawing

Dm me for info

#GoT #sketch #art #artwork #artist #ArtistOnTwitter #traditionalart #commissions #commissionsopen #drawing #gameofthrones #DaenerysTargaryen #fanart https://t.co/TpVSMCJ4cZ","[{'text': 'GoT', 'indices': [132, 136]}]"
macdonald663,"20 year old Scottish artist, painting🎨sketching, pyrography and more! 
I love nature and the outdoors!🌳",,73,52,178,2020-05-21 18:31:21,2020-08-27 08:23:07,1,"Daenerys targaryen- Game of Thrones👑

Commissions are open!
£15 + postage🎨
For a 5"" x 7"" drawing

Dm me for info

#GoT #sketch #art #artwork #artist #ArtistOnTwitter #traditionalart #commissions #commissionsopen #drawing #gameofthrones #DaenerysTargaryen #fanart https://t.co/TpVSMCJ4cZ","[{'text': 'GoT', 'indices': [114, 118]}, {'text': 'sketch', 'indices': [119, 126]}, {'text': 'art', 'indices': [127, 131]}, {'text': 'artwork', 'indices': [132, 140]}, {'text': 'artist', 'indices': [141, 148]}, {'text': 'ArtistOnTwitter', 'indices': [149, 165]}, {'text': 'traditionalart', 'indices': [166, 181]}, {'text': 'commissions', 'indices': [182, 194]}, {'text': 'commissionsopen', 'indices': [195, 211]}, {'text': 'drawing', 'indices': [212, 220]}, {'text': 'gameofthrones', 'indices': [221, 235]}, {'text': 'DaenerysTargaryen', 'indices': [236, 254]}, {'text': 'fanart', 'indices': [255, 262]}]"
darlingvivien,,,47,195,33684,2019-02-23 07:52:15,2020-08-27 07:09:33,17,This scene greeted me when I came home from work...and all was right in my world 😍 #BestMomEver #BestKidsEver #FamilyTime #BluesClues #Khaleesi #Quattro #Brightness #LuckiestManInTheWorld https://t.co/63IwyBRnwa,"[{'text': 'BestMomEver', 'indices': [101, 113]}, {'text': 'BestKidsEver', 'indices': [114, 127]}, {'text': 'FamilyTime', 'indices': [128, 139]}]"
S_k_kaya,Raised in South London UK now living in Southern Turkey .,,315,78,3581,2018-02-22 19:02:35,2020-08-27 06:40:18,17,This scene greeted me when I came home from work...and all was right in my world 😍 #BestMomEver #BestKidsEver #FamilyTime #BluesClues #Khaleesi #Quattro #Brightness #LuckiestManInTheWorld https://t.co/63IwyBRnwa,"[{'text': 'BestMomEver', 'indices': [101, 113]}, {'text': 'BestKidsEver', 'indices': [114, 127]}, {'text': 'FamilyTime', 'indices': [128, 139]}]"
waazaapwhaat,she/her - Believe survivors,,369,98,29054,2015-01-06 17:41:00,2020-08-27 04:50:02,10,"Pick one ship with an K 

#Klave #Klaroline #Karamel #Khaleesi #GameOfThrones #SupergirlCW #Supergirl #TheUmbrellaAcademy #TheOriginals #TheVampireDiaries","[{'text': 'Klave', 'indices': [46, 52]}, {'text': 'Klaroline', 'indices': [53, 63]}, {'text': 'Karamel', 'indices': [64, 72]}, {'text': 'Khaleesi', 'indices': [73, 82]}, {'text': 'GameOfThrones', 'indices': [83, 97]}, {'text': 'SupergirlCW', 'indices': [98, 110]}, {'text': 'Supergirl', 'indices': [111, 121]}]"
MeztliLuu,Let go of all your haunted dreams tonight💫,,127,39,1455,2020-02-04 00:38:10,2020-08-27 04:31:26,64,"Daenerys commission 🐉. I miss waiting for new episodes of GoT 😭...
#sketch #doodle #drawing #art #traditionalart #animation #cartoon #daenerystargaryen #gameofthrones #emiliaclarke #artists #artistsoninstagram https://t.co/zhNgRjvS2a","[{'text': 'sketch', 'indices': [87, 94]}, {'text': 'doodle', 'indices': [95, 102]}, {'text': 'drawing', 'indices': [103, 111]}, {'text': 'art', 'indices': [112, 116]}, {'text': 'traditionalart', 'indices': [117, 132]}]"
StephanieLWhit1,"#CHRISTIAN #MAGA 🇺🇸
Married💖Mom of 3 amazing children💖🇺🇸  
FB @THEHermanCain @cvpayne @therealroseanne @IWashington #OPENAMERICANOW","California, USA",5218,4755,37544,2015-07-16 02:12:17,2020-08-27 03:56:19,17,This scene greeted me when I came home from work...and all was right in my world 😍 #BestMomEver #BestKidsEver #FamilyTime #BluesClues #Khaleesi #Quattro #Brightness #LuckiestManInTheWorld https://t.co/63IwyBRnwa,"[{'text': 'BestMomEver', 'indices': [101, 113]}, {'text': 'BestKidsEver', 'indices': [114, 127]}, {'text': 'FamilyTime', 'indices': [128, 139]}]"
PatriciaWilhoit,Retired Sp. Education teacher. MAGA. NRA. will ignore DMs,"Texas, USA",4939,4186,128794,2012-03-10 14:02:42,2020-08-27 03:46:02,17,This scene greeted me when I came home from work...and all was right in my world 😍 #BestMomEver #BestKidsEver #FamilyTime #BluesClues #Khaleesi #Quattro #Brightness #LuckiestManInTheWorld https://t.co/63IwyBRnwa,"[{'text': 'BestMomEver', 'indices': [101, 113]}, {'text': 'BestKidsEver', 'indices': [114, 127]}, {'text': 'FamilyTime', 'indices': [128, 139]}]"
HausOfClarke,"Emilia is my wife.
25 | She / Her | Bisexual",Dany's bed,357,486,11874,2019-12-20 04:22:07,2020-08-27 03:35:39,64,"Daenerys commission 🐉. I miss waiting for new episodes of GoT 😭...
#sketch #doodle #drawing #art #traditionalart #animation #cartoon #daenerystargaryen #gameofthrones #emiliaclarke #artists #artistsoninstagram https://t.co/zhNgRjvS2a","[{'text': 'sketch', 'indices': [87, 94]}, {'text': 'doodle', 'indices': [95, 102]}, {'text': 'drawing', 'indices': [103, 111]}, {'text': 'art', 'indices': [112, 116]}, {'text': 'traditionalart', 'indices': [117, 132]}]"
Reylo713,"NYG-NYK-NYM-NYI. Wrestling fan. SpongeBob is life. Unapologetically ships #Reylo, #SpiderMarvel, #Jonerys, #SuperWonder and #Anidala. #KAG ((Fan account))",Somewhere interesting ,2820,1180,96001,2019-02-15 03:49:09,2020-08-27 03:30:27,0,Dany deserved better. #DaenerysTargaryen https://t.co/cPJYcXeX8T,"[{'text': 'DaenerysTargaryen', 'indices': [22, 40]}]"
pfc7,Tact: The ability to tell a man to go to hell and make him feel happy to be on his way!,,401,176,1460,2008-09-20 15:07:09,2020-08-27 02:38:55,17,This scene greeted me when I came home from work...and all was right in my world 😍 #BestMomEver #BestKidsEver #FamilyTime #BluesClues #Khaleesi #Quattro #Brightness #LuckiestManInTheWorld https://t.co/63IwyBRnwa,"[{'text': 'BestMomEver', 'indices': [101, 113]}, {'text': 'BestKidsEver', 'indices': [114, 127]}, {'text': 'FamilyTime', 'indices': [128, 139]}]"
CmndrLex,Bisexual Mexican🇲🇽 she/her—- I ship a lot of ships - supercorp biker gang,🌈🦈,671,2088,165731,2009-07-21 23:40:20,2020-08-27 02:37:47,10,"Pick one ship with an K 

#Klave #Klaroline #Karamel #Khaleesi #GameOfThrones #SupergirlCW #Supergirl #TheUmbrellaAcademy #TheOriginals #TheVampireDiaries","[{'text': 'Klave', 'indices': [46, 52]}, {'text': 'Klaroline', 'indices': [53, 63]}, {'text': 'Karamel', 'indices': [64, 72]}, {'text': 'Khaleesi', 'indices': [73, 82]}, {'text': 'GameOfThrones', 'indices': [83, 97]}, {'text': 'SupergirlCW', 'indices': [98, 110]}, {'text': 'Supergirl', 'indices': [111, 121]}]"
